epoch,train_loss,valid_loss,accuracy,time
0,2.1744909286499023,1.4844647645950317,0.486994206905365,06:51
epoch,train_loss,valid_loss,accuracy,time
0,1.3887141942977905,1.3079533576965332,0.5693641901016235,00:34
1,1.186328411102295,1.1213762760162354,0.6141618490219116,00:34
2,1.0823065042495728,1.446644902229309,0.5621387362480164,00:34
3,1.016163945198059,1.1032512187957764,0.6257225275039673,00:34
4,0.9610424637794495,1.103231430053711,0.5245664715766907,00:34
5,0.925555408000946,1.0272886753082275,0.6083815097808838,00:34
6,0.9002538323402405,1.0190849304199219,0.6127167344093323,00:34
7,0.8888257145881653,0.9385902285575867,0.6430636048316956,00:34
8,0.8694992661476135,1.036405086517334,0.660404622554779,00:33
9,0.9296859502792358,1.0710667371749878,0.6011560559272766,00:34
10,0.8668797016143799,0.9436669945716858,0.6690751314163208,00:34
11,0.7792562246322632,0.925939679145813,0.6864162087440491,00:34
12,0.7322856187820435,0.8982187509536743,0.6950867176055908,00:34
13,0.6807246804237366,0.9379605650901794,0.6849710941314697,00:34
14,0.6656637787818909,0.9597730040550232,0.6835260391235352,00:34
15,0.6046774387359619,1.0761035680770874,0.6517341136932373,00:34
16,0.5280009508132935,0.990226686000824,0.6994219422340393,00:34
17,0.4716795086860657,1.139770269393921,0.6748554706573486,00:34
18,0.42330560088157654,1.0952215194702148,0.6806358098983765,00:34
19,0.3821258544921875,1.1350301504135132,0.660404622554779,00:34
20,0.32475119829177856,1.1745139360427856,0.6531791687011719,00:34
21,0.27298876643180847,1.1793875694274902,0.6690751314163208,00:34
22,0.23260360956192017,1.3191834688186646,0.6820809245109558,00:34
23,0.1918354630470276,1.289868950843811,0.6690751314163208,00:34
24,0.16583101451396942,1.3246703147888184,0.689306378364563,00:34
25,0.13727664947509766,1.303865671157837,0.6791907548904419,00:34
26,0.1205509752035141,1.3538405895233154,0.6734104156494141,00:34
27,0.0986928641796112,1.3806262016296387,0.6864162087440491,00:34
28,0.10039126127958298,1.3581591844558716,0.6849710941314697,00:34
29,0.08974629640579224,1.344460368156433,0.6820809245109558,00:34
