epoch,train_loss,valid_loss,mae,time
0,52.10212326049805,32.03811264038086,32.03811264038086,00:05
epoch,train_loss,valid_loss,mae,time
0,17.213560104370117,215.96136474609375,215.96136474609375,00:07
1,14.275128364562988,26.86775779724121,26.86775779724121,00:07
2,12.622795104980469,14.452088356018066,14.452088356018066,00:07
3,11.636723518371582,12.388357162475586,12.388357162475586,00:07
4,10.88811206817627,9.928771018981934,9.928771018981934,00:07
5,10.589760780334473,8.914751052856445,8.914751052856445,00:07
6,10.086474418640137,8.084407806396484,8.084407806396484,00:07
7,9.842218399047852,11.083184242248535,11.083184242248535,00:07
8,9.587555885314941,10.386844635009766,10.386844635009766,00:07
9,9.431499481201172,8.290529251098633,8.290529251098633,00:07
10,9.392581939697266,7.712322235107422,7.712322235107422,00:07
11,9.320432662963867,8.786120414733887,8.786120414733887,00:07
12,9.29129409790039,7.49920129776001,7.49920129776001,00:07
13,9.175676345825195,7.563206672668457,7.563206672668457,00:07
14,8.940385818481445,8.15958023071289,8.15958023071289,00:07
15,8.865337371826172,8.633666038513184,8.633666038513184,00:07
16,8.819941520690918,13.909751892089844,13.909751892089844,00:07
17,8.802095413208008,9.452220916748047,9.452220916748047,00:07
18,8.71861743927002,6.636555194854736,6.636555194854736,00:07
19,8.474933624267578,10.699661254882812,10.699661254882812,00:07
20,8.379303932189941,8.663626670837402,8.663626670837402,00:07
21,8.287179946899414,7.142445087432861,7.142445087432861,00:07
22,8.210795402526855,7.723914623260498,7.723914623260498,00:07
23,8.025867462158203,6.051054954528809,6.051054954528809,00:07
24,7.8746209144592285,7.126056671142578,7.126056671142578,00:07
25,7.76392936706543,6.510918140411377,6.510918140411377,00:07
26,7.802000999450684,9.804985046386719,9.804985046386719,00:07
27,7.791416168212891,6.866357803344727,6.866357803344727,00:07
28,7.638235569000244,6.893558979034424,6.893558979034424,00:07
29,7.586637496948242,6.65603494644165,6.65603494644165,00:07
30,7.488398551940918,5.708048343658447,5.708048343658447,00:07
31,7.347529411315918,5.55780029296875,5.55780029296875,00:07
32,7.190542697906494,5.948982238769531,5.948982238769531,00:07
33,7.1922430992126465,6.337563514709473,6.337563514709473,00:07
34,7.1455559730529785,6.0427727699279785,6.0427727699279785,00:07
35,7.059403896331787,5.463180065155029,5.463180065155029,00:07
36,6.98451566696167,5.021014213562012,5.021014213562012,00:07
37,6.760868072509766,4.903273105621338,4.903273105621338,00:07
38,6.528592586517334,5.451086521148682,5.451086521148682,00:07
39,6.40397834777832,5.165748119354248,5.165748119354248,00:07
40,6.326704502105713,5.486440658569336,5.486440658569336,00:07
41,6.241313457489014,4.520349025726318,4.520349025726318,00:07
42,6.113244533538818,4.620846271514893,4.620846271514893,00:07
43,6.023092269897461,4.478830337524414,4.478830337524414,00:07
44,5.966022491455078,4.664263725280762,4.664263725280762,00:07
45,5.879393100738525,4.36350679397583,4.36350679397583,00:07
46,5.782170295715332,4.343299388885498,4.343299388885498,00:07
47,5.740713596343994,4.426419258117676,4.426419258117676,00:07
48,5.633042812347412,4.398010730743408,4.398010730743408,00:07
49,5.598822593688965,4.419524192810059,4.419524192810059,00:07
