epoch,train_loss,valid_loss,mae_angle,time
0,13829.9716796875,2044500.75,2044500.75,00:04
epoch,train_loss,valid_loss,mae_angle,time
0,7782.189453125,3062.701904296875,3062.701904296875,00:04
1,4329.3896484375,1406.4896240234375,1406.4896240234375,00:04
2,2783.50830078125,431.453857421875,431.453857421875,00:04
3,1923.1436767578125,223.039794921875,223.039794921875,00:04
4,1377.8941650390625,80.73827362060547,80.73827362060547,00:04
5,1003.8843383789062,65.79329681396484,65.79329681396484,00:04
6,744.9656372070312,35.009483337402344,35.009483337402344,00:04
7,561.5701293945312,44.682254791259766,44.682254791259766,00:04
8,426.97900390625,21.798830032348633,21.798830032348633,00:04
9,326.8539123535156,23.970260620117188,23.970260620117188,00:04
10,254.02049255371094,32.22279739379883,32.22279739379883,00:04
11,208.6556854248047,41.348079681396484,41.348079681396484,00:04
12,185.24252319335938,92.55034637451172,92.55034637451172,00:04
13,170.130126953125,999.4796142578125,999.4796142578125,00:04
14,145.3524627685547,150.07977294921875,150.07977294921875,00:04
15,118.13162231445312,17.697248458862305,17.697248458862305,00:04
16,95.78231048583984,18.817245483398438,18.817245483398438,00:04
17,77.67032623291016,17.733732223510742,17.733732223510742,00:04
18,64.79920196533203,21.807659149169922,21.807659149169922,00:04
19,53.522274017333984,20.510828018188477,20.510828018188477,00:04
20,45.396209716796875,18.924177169799805,18.924177169799805,00:04
21,39.06806945800781,21.68077278137207,21.68077278137207,00:04
22,34.215110778808594,186.10153198242188,186.10153198242188,00:04
23,30.378015518188477,30.22882080078125,30.22882080078125,00:04
24,27.324064254760742,20.236574172973633,20.236574172973633,00:04
25,24.652315139770508,22.95513343811035,22.95513343811035,00:04
26,22.970279693603516,707.372314453125,707.372314453125,00:04
27,21.911609649658203,215.5921173095703,215.5921173095703,00:04
28,20.625553131103516,234.31886291503906,234.31886291503906,00:04
29,20.856794357299805,17.778518676757812,17.778518676757812,00:04
30,20.656253814697266,26.794933319091797,26.794933319091797,00:04
31,19.743675231933594,22.483604431152344,22.483604431152344,00:04
32,18.904659271240234,15.314505577087402,15.314505577087402,00:04
33,17.60957908630371,12.938529014587402,12.938529014587402,00:04
34,16.313501358032227,12.072768211364746,12.072768211364746,00:04
35,15.208954811096191,12.479228019714355,12.479228019714355,00:04
36,14.496432304382324,11.16476821899414,11.16476821899414,00:04
37,13.797103881835938,11.454781532287598,11.454781532287598,00:04
38,13.022107124328613,10.2843599319458,10.2843599319458,00:04
39,12.487607955932617,10.98975658416748,10.98975658416748,00:04
40,12.088496208190918,10.364144325256348,10.364144325256348,00:04
41,11.61561107635498,9.492578506469727,9.492578506469727,00:04
42,11.136839866638184,9.52042007446289,9.52042007446289,00:04
43,10.732305526733398,9.000221252441406,9.000221252441406,00:04
44,10.409768104553223,9.403230667114258,9.403230667114258,00:04
45,10.09731674194336,8.873640060424805,8.873640060424805,00:04
46,9.841675758361816,8.678474426269531,8.678474426269531,00:04
47,9.552994728088379,8.679754257202148,8.679754257202148,00:04
48,9.348620414733887,8.584814071655273,8.584814071655273,00:04
49,9.211296081542969,8.562539100646973,8.562539100646973,00:04
