epoch,train_loss,valid_loss,mae_angle,time
0,57.05714797973633,1323.99267578125,1323.99267578125,00:04
epoch,train_loss,valid_loss,mae_angle,time
0,24.199111938476562,31.980865478515625,31.980865478515625,00:04
1,19.04756736755371,17.244091033935547,17.244091033935547,00:04
2,16.115144729614258,16.835391998291016,16.835391998291016,00:04
3,14.419337272644043,14.939881324768066,14.939881324768066,00:04
4,13.251775741577148,26.16658592224121,26.16658592224121,00:04
5,12.647568702697754,17.66610336303711,17.66610336303711,00:04
6,12.23987865447998,17.683612823486328,17.683612823486328,00:04
7,12.252276420593262,27.185779571533203,27.185779571533203,00:04
8,12.352211952209473,14.942758560180664,14.942758560180664,00:04
9,12.457047462463379,16.683671951293945,16.683671951293945,00:04
10,12.696327209472656,15.785289764404297,15.785289764404297,00:04
11,13.175801277160645,16.773391723632812,16.773391723632812,00:04
12,13.559449195861816,12.894352912902832,12.894352912902832,00:04
13,13.315666198730469,10.908106803894043,10.908106803894043,00:04
14,13.077085494995117,39.938411712646484,39.938411712646484,00:04
15,13.284954071044922,12.683737754821777,12.683737754821777,00:04
16,13.27318286895752,12.496114730834961,12.496114730834961,00:04
17,12.571179389953613,260.5782775878906,260.5782775878906,00:04
18,12.03640365600586,13.990680694580078,13.990680694580078,00:04
19,11.604969024658203,8.244175910949707,8.244175910949707,00:04
20,11.146265029907227,52.785640716552734,52.785640716552734,00:04
21,10.892550468444824,19.941913604736328,19.941913604736328,00:04
22,10.647420883178711,14.205394744873047,14.205394744873047,00:04
23,10.192265510559082,10.916013717651367,10.916013717651367,00:04
24,9.790618896484375,11.178181648254395,11.178181648254395,00:04
25,9.552290916442871,8.379477500915527,8.379477500915527,00:04
26,9.325065612792969,8.373544692993164,8.373544692993164,00:04
27,9.080951690673828,8.821534156799316,8.821534156799316,00:04
28,8.898670196533203,9.377429962158203,9.377429962158203,00:04
29,8.70548152923584,7.810447692871094,7.810447692871094,00:04
30,8.432853698730469,7.894888877868652,7.894888877868652,00:04
31,8.239750862121582,8.091902732849121,8.091902732849121,00:04
32,8.081755638122559,8.692221641540527,8.692221641540527,00:04
33,7.981505870819092,14.956722259521484,14.956722259521484,00:04
34,7.7520904541015625,14.63227653503418,14.63227653503418,00:04
35,7.511499404907227,6.854458332061768,6.854458332061768,00:04
36,7.356632232666016,6.893973350524902,6.893973350524902,00:04
37,7.201977729797363,6.330605983734131,6.330605983734131,00:04
38,6.983762741088867,7.177139759063721,7.177139759063721,00:04
39,6.803732872009277,6.01221227645874,6.01221227645874,00:04
40,6.636789321899414,5.581963062286377,5.581963062286377,00:04
41,6.461101531982422,6.053019046783447,6.053019046783447,00:04
42,6.367398262023926,5.526819229125977,5.526819229125977,00:04
43,6.249777793884277,5.644068717956543,5.644068717956543,00:04
44,6.148653030395508,5.43705415725708,5.43705415725708,00:04
45,5.952934265136719,5.190454006195068,5.190454006195068,00:04
46,5.815136909484863,5.058854103088379,5.058854103088379,00:04
47,5.708395957946777,5.04615592956543,5.04615592956543,00:04
48,5.5748701095581055,5.011094093322754,5.011094093322754,00:04
49,5.519071102142334,5.084424018859863,5.084424018859863,00:04
