epoch,train_loss,valid_loss,mae,time
0,59.953731536865234,59.87333679199219,59.87333679199219,00:05
epoch,train_loss,valid_loss,mae,time
0,59.29368209838867,59.30789566040039,59.30789566040039,00:06
1,58.80040740966797,58.02222442626953,58.02222442626953,00:06
2,58.244110107421875,57.21879196166992,57.21879196166992,00:07
3,57.71159362792969,56.61259460449219,56.61259460449219,00:06
4,57.174678802490234,56.17112350463867,56.17112350463867,00:06
5,56.643959045410156,55.68370819091797,55.68370819091797,00:06
6,56.049713134765625,55.63968276977539,55.63968276977539,00:06
7,55.51227569580078,55.07241439819336,55.07241439819336,00:06
8,54.89100646972656,54.56230163574219,54.56230163574219,00:06
9,54.33132553100586,54.642578125,54.642578125,00:06
10,53.75493621826172,54.603599548339844,54.603599548339844,00:06
11,53.210044860839844,53.8681640625,53.8681640625,00:06
12,52.64482116699219,53.220252990722656,53.220252990722656,00:06
13,52.04422378540039,52.33820343017578,52.33820343017578,00:06
14,51.39622497558594,51.09781265258789,51.09781265258789,00:07
15,50.56711959838867,48.99632263183594,48.99632263183594,00:06
16,49.52196502685547,47.70729064941406,47.70729064941406,00:06
17,48.310062408447266,45.560115814208984,45.560115814208984,00:06
18,46.90846633911133,43.6135139465332,43.6135139465332,00:06
19,45.465423583984375,41.75513458251953,41.75513458251953,00:06
20,43.847869873046875,40.27092742919922,40.27092742919922,00:06
21,42.12831497192383,38.7835807800293,38.7835807800293,00:06
22,40.378578186035156,36.97236251831055,36.97236251831055,00:06
23,38.684696197509766,33.93145751953125,33.93145751953125,00:06
24,37.008426666259766,31.802568435668945,31.802568435668945,00:06
25,35.385501861572266,30.681129455566406,30.681129455566406,00:06
26,33.76331329345703,29.347688674926758,29.347688674926758,00:06
27,32.25395584106445,28.391653060913086,28.391653060913086,00:06
28,30.788043975830078,26.775636672973633,26.775636672973633,00:06
29,29.42656707763672,26.02926254272461,26.02926254272461,00:06
30,28.116025924682617,25.49849510192871,25.49849510192871,00:06
31,26.85518455505371,23.51045799255371,23.51045799255371,00:06
32,25.62242889404297,22.6131534576416,22.6131534576416,00:06
33,24.52301025390625,21.50225830078125,21.50225830078125,00:06
34,23.386714935302734,20.913063049316406,20.913063049316406,00:06
35,22.419157028198242,19.91669273376465,19.91669273376465,00:06
36,21.557153701782227,19.898136138916016,19.898136138916016,00:06
37,20.624269485473633,19.71872901916504,19.71872901916504,00:06
38,19.814851760864258,19.008956909179688,19.008956909179688,00:06
39,19.092937469482422,18.73428726196289,18.73428726196289,00:06
40,18.446372985839844,18.276872634887695,18.276872634887695,00:06
41,17.888526916503906,17.80796241760254,17.80796241760254,00:06
42,17.40317726135254,17.397958755493164,17.397958755493164,00:06
43,16.927766799926758,17.394180297851562,17.394180297851562,00:06
44,16.59380531311035,17.3242130279541,17.3242130279541,00:06
45,16.249216079711914,17.299062728881836,17.299062728881836,00:06
46,16.027606964111328,17.165864944458008,17.165864944458008,00:06
47,15.803746223449707,17.002660751342773,17.002660751342773,00:06
48,15.641948699951172,17.008922576904297,17.008922576904297,00:06
49,15.52927303314209,17.117591857910156,17.117591857910156,00:06
